Zürich;Bern / Berne;Luzern;Uri;Schwyz;Obwalden;Nidwalden;Glarus;Zug;Fribourg / Freiburg;Solothurn;Basel-Stadt;Basel-Landschaft;Schaffhausen;Appenzell Ausserrhoden;Appenzell Innerrhoden;St. Gallen;Graubünden / Grigioni / Grischun;Aargau;Thurgau;Ticino;Vaud;Valais / Wallis;Neuchâtel;Genève
918806;732704;273702;26543;103338;26485;31015;26348;75678;198479;178722;114182;188725;51408;38747;11703;319617;137699;419296;169740;220035;435066;218830;112006;255267
917761;732699;273315;26549;103090;26360;30977;26318;75452;198106;178641;114227;188591;51349;38768;11692;319903;137697;418359;169494;219560;433408;218417;111910;253988
917761;732699;273315;26549;103090;26360;30977;26318;75452;198106;178641;114227;188591;51349;38768;11692;319903;137697;418359;169494;219560;433408;218417;111910;253988
917761;732699;273315;26549;103090;26360;30977;26318;75452;198106;178641;114227;188591;51349;38768;11692;319903;137697;418359;169494;219560;433408;218417;111910;253988
914320;731290;272852;26462;102726;26277;30919;26307;75207;197116;177994;114236;188237;51295;38651;11683;318925;137587;416963;168872;219306;431220;217557;111678;253268
914320;731290;272852;26462;102726;26277;30919;26307;75207;197116;177994;114236;188237;51295;38651;11683;318925;137587;416963;168872;219306;431220;217557;111678;253268
914320;731290;272852;26462;102726;26277;30919;26307;75207;197116;177994;114236;188237;51295;38651;11683;318925;137587;416963;168872;219306;431220;217557;111678;253268
914320;731290;272852;26462;102726;26277;30919;26307;75207;197116;177994;114236;188237;51295;38651;11683;318925;137587;416963;168872;219306;431220;217557;111678;253268
914320;731290;272852;26462;102726;26277;30919;26307;75207;197116;177994;114236;188237;51295;38651;11683;318925;137587;416963;168872;219306;431220;217557;111678;253268
912538;730450;272213;26413;102690;26286;30941;26309;75192;196710;177793;113979;188192;51196;38665;11669;318446;137629;415963;168507;218853;429852;217432;111504;251216
912538;730450;272213;26413;102690;26286;30941;26309;75192;196710;177793;113979;188192;51196;38665;11669;318446;137629;415963;168507;218853;429852;217432;111504;251216
912538;730450;272213;26413;102690;26286;30941;26309;75192;196710;177793;113979;188192;51196;38665;11669;318446;137629;415963;168507;218853;429852;217432;111504;251216
912538;730450;272213;26413;102690;26286;30941;26309;75192;196710;177793;113979;188192;51196;38665;11669;318446;137629;415963;168507;218853;429852;217432;111504;251216
903592;727478;270219;26350;101635;26129;30731;26184;74399;195331;176945;113949;187734;50863;38414;11571;317097;136806;413193;167060;217953;425616;215458;111236;247142
903592;727478;270219;26350;101635;26129;30731;26184;74399;195331;176945;113949;187734;50863;38414;11571;317097;136806;413193;167060;217953;425616;215458;111236;247142
903592;727478;270219;26350;101635;26129;30731;26184;74399;195331;176945;113949;187734;50863;38414;11571;317097;136806;413193;167060;217953;425616;215458;111236;247142
903592;727478;270219;26350;101635;26129;30731;26184;74399;195331;176945;113949;187734;50863;38414;11571;317097;136806;413193;167060;217953;425616;215458;111236;247142
901654;726759;269366;26320;101716;25996;30755;26217;74266;194607;176551;114047;187989;50849;38346;11559;316575;136802;411810;166524;217570;424402;214963;111080;246304
901654;726759;269366;26320;101716;25996;30755;26217;74266;194607;176551;114047;187989;50849;38346;11559;316575;136802;411810;166524;217570;424402;214963;111080;246304
900004;726452;268971;26349;101381;26035;30677;26288;73977;194133;176550;114138;187690;50863;38263;11521;316462;136475;411295;165943;217420;423570;214327;110888;245977
900004;726452;268971;26349;101381;26035;30677;26288;73977;194133;176550;114138;187690;50863;38263;11521;316462;136475;411295;165943;217420;423570;214327;110888;245977
900004;726452;268971;26349;101381;26035;30677;26288;73977;194133;176550;114138;187690;50863;38263;11521;316462;136475;411295;165943;217420;423570;214327;110888;245977
898552;725925;268521;26346;101112;25976;30679;26242;73690;193445;176558;114188;187380;50796;38200;11513;316267;136567;410756;165766;217292;422483;213981;111006;245128
898552;725925;268521;26346;101112;25976;30679;26242;73690;193445;176558;114188;187380;50796;38200;11513;316267;136567;410756;165766;217292;422483;213981;111006;245128
894481;724427;267190;26278;100869;25905;30635;26153;73338;192276;176119;114051;187247;50681;38330;11473;315484;136545;409013;165327;216495;420643;212905;110691;243676
894481;724427;267190;26278;100869;25905;30635;26153;73338;192276;176119;114051;187247;50681;38330;11473;315484;136545;409013;165327;216495;420643;212905;110691;243676
894481;724427;267190;26278;100869;25905;30635;26153;73338;192276;176119;114051;187247;50681;38330;11473;315484;136545;409013;165327;216495;420643;212905;110691;243676
894481;724427;267190;26278;100869;25905;30635;26153;73338;192276;176119;114051;187247;50681;38330;11473;315484;136545;409013;165327;216495;420643;212905;110691;243676
892236;724046;266315;26238;100884;25846;30655;26149;73385;191685;175704;113929;187103;50584;38110;11447;314787;136368;407796;164958;215852;419300;212535;110629;243652
892236;724046;266315;26238;100884;25846;30655;26149;73385;191685;175704;113929;187103;50584;38110;11447;314787;136368;407796;164958;215852;419300;212535;110629;243652
892236;724046;266315;26238;100884;25846;30655;26149;73385;191685;175704;113929;187103;50584;38110;11447;314787;136368;407796;164958;215852;419300;212535;110629;243652
890934;722827;265968;26226;100449;25790;30590;26106;72923;191279;175816;114044;186850;50637;38005;11429;314713;136139;407177;164554;215613;418063;212264;110457;243809
890934;722827;265968;26226;100449;25790;30590;26106;72923;191279;175816;114044;186850;50637;38005;11429;314713;136139;407177;164554;215613;418063;212264;110457;243809
890934;722827;265968;26226;100449;25790;30590;26106;72923;191279;175816;114044;186850;50637;38005;11429;314713;136139;407177;164554;215613;418063;212264;110457;243809
889444;722153;265444;26212;100088;25766;30589;26067;72917;190478;175570;114087;186686;50614;37981;11451;314097;135990;406534;164146;215089;417213;211359;110398;243535
889444;722153;265444;26212;100088;25766;30589;26067;72917;190478;175570;114087;186686;50614;37981;11451;314097;135990;406534;164146;215089;417213;211359;110398;243535
889444;722153;265444;26212;100088;25766;30589;26067;72917;190478;175570;114087;186686;50614;37981;11451;314097;135990;406534;164146;215089;417213;211359;110398;243535
887436;721090;264643;26200;99689;25616;30616;26062;72756;189691;175190;114035;186776;50484;37858;11445;313623;135955;405210;163607;215181;416503;210282;110428;242774
887436;721090;264643;26200;99689;25616;30616;26062;72756;189691;175190;114035;186776;50484;37858;11445;313623;135955;405210;163607;215181;416503;210282;110428;242774
886472;720162;263813;26214;99707;25521;30567;26096;72663;189090;174869;113966;186367;50483;37738;11421;312962;136186;404017;163158;214297;415194;209947;110240;242800
886472;720162;263813;26214;99707;25521;30567;26096;72663;189090;174869;113966;186367;50483;37738;11421;312962;136186;404017;163158;214297;415194;209947;110240;242800
886472;720162;263813;26214;99707;25521;30567;26096;72663;189090;174869;113966;186367;50483;37738;11421;312962;136186;404017;163158;214297;415194;209947;110240;242800
885022;719780;263083;26167;99197;25444;30476;26124;72602;188482;174689;114092;186621;50479;37778;11412;313554;135734;403081;162777;213922;414265;209044;110051;242215
884027;719304;262677;26161;99066;25440;30484;25865;72449;187922;174501;114139;186360;50413;37733;11394;313284;135603;402529;162546;213496;413590;208666;110064;241761
884027;719304;262677;26161;99066;25440;30484;25865;72449;187922;174501;114139;186360;50413;37733;11394;313284;135603;402529;162546;213496;413590;208666;110064;241761
884027;719304;262677;26161;99066;25440;30484;25865;72449;187922;174501;114139;186360;50413;37733;11394;313284;135603;402529;162546;213496;413590;208666;110064;241761
882250;717995;261876;26104;98687;25328;30536;26125;72314;186956;173984;114180;186735;50413;37825;11416;312574;135640;401380;161789;212890;412672;207911;109967;241154
882250;717995;261876;26104;98687;25328;30536;26125;72314;186956;173984;114180;186735;50413;37825;11416;312574;135640;401380;161789;212890;412672;207911;109967;241154
882250;717995;261876;26104;98687;25328;30536;26125;72314;186956;173984;114180;186735;50413;37825;11416;312574;135640;401380;161789;212890;412672;207911;109967;241154
881041;717009;261034;26106;98679;25299;30447;26133;72196;186331;173673;113973;186651;49926;37720;11402;311973;135498;400215;161238;212407;412036;207325;109976;240067
881041;717009;261034;26106;98679;25299;30447;26133;72196;186331;173673;113973;186651;49926;37720;11402;311973;135498;400215;161238;212407;412036;207325;109976;240067
881041;717009;261034;26106;98679;25299;30447;26133;72196;186331;173673;113973;186651;49926;37720;11402;311973;135498;400215;161238;212407;412036;207325;109976;240067
881041;717009;261034;26106;98679;25299;30447;26133;72196;186331;173673;113973;186651;49926;37720;11402;311973;135498;400215;161238;212407;412036;207325;109976;240067
881041;717009;261034;26106;98679;25299;30447;26133;72196;186331;173673;113973;186651;49926;37720;11402;311973;135498;400215;161238;212407;412036;207325;109976;240067
873069;710987;257570;26034;97849;25117;30265;25991;71663;183402;172059;113781;186188;49494;37459;11266;309408;135061;395978;159148;210816;407150;203893;109519;238654
871260;710648;256949;26078;97444;25058;30230;25896;71446;182880;171804;114021;186325;49406;37438;11268;308795;134686;395251;158850;210812;406379;203172;109628;237809
871260;710648;256949;26078;97444;25058;30230;25896;71446;182880;171804;114021;186325;49406;37438;11268;308795;134686;395251;158850;210812;406379;203172;109628;237809
871260;710648;256949;26078;97444;25058;30230;25896;71446;182880;171804;114021;186325;49406;37438;11268;308795;134686;395251;158850;210812;406379;203172;109628;237809
869701;710691;256619;26050;97095;25011;30119;25845;71168;182354;171715;114049;186078;49344;37335;11233;308008;134535;394414;158560;210302;406468;202764;109614;237759
867568;707615;254770;25966;96746;24783;30039;25792;71005;180715;170568;113666;185737;49017;37442;11267;306065;134459;391210;157562;209535;402587;201509;109068;236294
867568;707615;254770;25966;96746;24783;30039;25792;71005;180715;170568;113666;185737;49017;37442;11267;306065;134459;391210;157562;209535;402587;201509;109068;236294
867568;707615;254770;25966;96746;24783;30039;25792;71005;180715;170568;113666;185737;49017;37442;11267;306065;134459;391210;157562;209535;402587;201509;109068;236294
864730;707025;253818;25949;96397;24680;30006;25750;70903;179912;170721;113740;185704;49000;37387;11138;305694;133871;389964;157273;209452;401595;200822;108652;235497
864730;707025;253818;25949;96397;24680;30006;25750;70903;179912;170721;113740;185704;49000;37387;11138;305694;133871;389964;157273;209452;401595;200822;108652;235497
864730;707025;253818;25949;96397;24680;30006;25750;70903;179912;170721;113740;185704;49000;37387;11138;305694;133871;389964;157273;209452;401595;200822;108652;235497
862636;706767;253372;25947;96282;24625;30009;25760;70620;179576;170533;113725;185757;49023;37415;11102;305106;133893;389185;156798;209020;400004;200171;108326;235265
862636;706767;253372;25947;96282;24625;30009;25760;70620;179576;170533;113725;185757;49023;37415;11102;305106;133893;389185;156798;209020;400004;200171;108326;235265
858347;704854;252042;25925;95939;24401;29942;25683;70804;178542;170161;113712;185269;48866;37379;11032;304151;133562;387421;155933;208303;397934;199324;107765;234036
858347;704854;252042;25925;95939;24401;29942;25683;70804;178542;170161;113712;185269;48866;37379;11032;304151;133562;387421;155933;208303;397934;199324;107765;234036
856095;703313;250963;25841;95967;24318;29964;25684;71043;177788;169906;113577;185371;48850;37179;10989;303175;133525;386265;155434;207557;396310;198910;107643;234184
854299;702946;250553;25772;95577;24246;29842;25655;70971;177380;169833;113785;184694;48842;37199;10988;302825;133046;385496;155034;207323;396255;198526;107621;234606
854299;702946;250553;25772;95577;24246;29842;25655;70971;177380;169833;113785;184694;48842;37199;10988;302825;133046;385496;155034;207323;396255;198526;107621;234606
854299;702946;250553;25772;95577;24246;29842;25655;70971;177380;169833;113785;184694;48842;37199;10988;302825;133046;385496;155034;207323;396255;198526;107621;234606
854299;702946;250553;25772;95577;24246;29842;25655;70971;177380;169833;113785;184694;48842;37199;10988;302825;133046;385496;155034;207323;396255;198526;107621;234606
854299;702946;250553;25772;95577;24246;29842;25655;70971;177380;169833;113785;184694;48842;37199;10988;302825;133046;385496;155034;207323;396255;198526;107621;234606
849224;702599;249086;25716;94773;24092;29697;25566;70594;175633;169420;113676;184642;48810;37103;10969;301461;132892;382701;154147;206396;392889;197866;107268;232880
849224;702599;249086;25716;94773;24092;29697;25566;70594;175633;169420;113676;184642;48810;37103;10969;301461;132892;382701;154147;206396;392889;197866;107268;232880
849224;702599;249086;25716;94773;24092;29697;25566;70594;175633;169420;113676;184642;48810;37103;10969;301461;132892;382701;154147;206396;392889;197866;107268;232880
846987;701599;248197;25694;94732;23961;29667;25557;70508;174696;169100;113557;184519;48748;36994;10926;300573;132836;381731;153765;205614;390870;197800;107160;232370
846987;701599;248197;25694;94732;23961;29667;25557;70508;174696;169100;113557;184519;48748;36994;10926;300573;132836;381731;153765;205614;390870;197800;107160;232370
841024;699548;246160;25672;93608;23817;29455;25438;69992;172920;168698;113977;183652;48678;36936;10847;298962;132316;378678;152477;204551;387762;196328;106858;231310
838399;698194;245338;25631;93411;23778;29468;25346;70041;172276;168513;113845;183260;48514;36860;10789;298206;132263;377146;152022;203880;385903;195886;106795;229380
835108;697168;244576;25651;93033;23679;29283;25290;69842;171873;168310;113972;182973;48495;36798;10759;297601;132021;376440;151724;203681;384327;195203;106721;228778
835108;697168;244576;25651;93033;23679;29283;25290;69842;171873;168310;113972;182973;48495;36798;10759;297601;132021;376440;151724;203681;384327;195203;106721;228778
833225;696731;244172;25633;92774;23599;29214;25291;69572;171441;168160;114106;182648;48454;36751;10714;297421;131926;375133;151323;202857;383570;194821;106702;228264
833225;696731;244172;25633;92774;23599;29214;25291;69572;171441;168160;114106;182648;48454;36751;10714;297421;131926;375133;151323;202857;383570;194821;106702;228264
833225;696731;244172;25633;92774;23599;29214;25291;69572;171441;168160;114106;182648;48454;36751;10714;297421;131926;375133;151323;202857;383570;194821;106702;228264
829938;694636;243236;25642;92247;23478;29109;25107;69426;170540;167859;114494;182294;48310;36590;10653;296340;131903;373871;150731;202590;382341;194044;106493;226858
826793;692985;242163;25648;91825;23307;29029;25120;69202;169278;167555;114888;181776;48292;36557;10580;295359;131220;371902;149726;202140;380184;193347;106076;225644
826793;692985;242163;25648;91825;23307;29029;25120;69202;169278;167555;114888;181776;48292;36557;10580;295359;131220;371902;149726;202140;380184;193347;106076;225644
825133;692461;241734;25665;91722;23261;28926;25077;68968;168960;167494;114965;181475;48266;36362;10572;295051;131138;371089;149396;202002;379393;193090;106131;225152
822388;690777;240825;25577;91207;23200;28764;25037;68641;168096;167002;115140;181146;48203;36199;10472;294030;131002;369928;148682;201511;378421;192368;105852;223612
822388;690777;240825;25577;91207;23200;28764;25037;68641;168096;167002;115140;181146;48203;36199;10472;294030;131002;369928;148682;201511;378421;192368;105852;223612
818493;689155;239867;25599;90924;23081;28644;25002;68043;167089;166582;115373;180710;48105;36320;10400;292991;130816;367907;147952;200833;376898;191607;105705;223209
818493;689155;239867;25599;90924;23081;28644;25002;68043;167089;166582;115373;180710;48105;36320;10400;292991;130816;367907;147952;200833;376898;191607;105705;223209
818493;689155;239867;25599;90924;23081;28644;25002;68043;167089;166582;115373;180710;48105;36320;10400;292991;130816;367907;147952;200833;376898;191607;105705;223209
817621;688445;239619;25575;90689;23090;28591;25071;68007;166565;166564;115557;180250;48152;36278;10367;292662;130680;367166;147957;200557;376373;191198;105640;222852
817621;688445;239619;25575;90689;23090;28591;25071;68007;166565;166564;115557;180250;48152;36278;10367;292662;130680;367166;147957;200557;376373;191198;105640;222852
817621;688445;239619;25575;90689;23090;28591;25071;68007;166565;166564;115557;180250;48152;36278;10367;292662;130680;367166;147957;200557;376373;191198;105640;222852
817621;688445;239619;25575;90689;23090;28591;25071;68007;166565;166564;115557;180250;48152;36278;10367;292662;130680;367166;147957;200557;376373;191198;105640;222852
814951;686750;238654;25539;90372;23020;28453;25027;67742;165633;166349;115518;179814;48076;36159;10302;291947;130468;365763;147270;199628;375250;190467;105312;221351
814951;686750;238654;25539;90372;23020;28453;25027;67742;165633;166349;115518;179814;48076;36159;10302;291947;130468;365763;147270;199628;375250;190467;105312;221351
814951;686750;238654;25539;90372;23020;28453;25027;67742;165633;166349;115518;179814;48076;36159;10302;291947;130468;365763;147270;199628;375250;190467;105312;221351
813232;685455;237798;25484;90327;22980;28342;24989;67809;165061;165930;116541;179535;48054;35572;10284;291592;130358;364697;146793;199063;374771;190061;105317;220667
813232;685455;237798;25484;90327;22980;28342;24989;67809;165061;165930;116541;179535;48054;35572;10284;291592;130358;364697;146793;199063;374771;190061;105317;220667
813232;685455;237798;25484;90327;22980;28342;24989;67809;165061;165930;116541;179535;48054;35572;10284;291592;130358;364697;146793;199063;374771;190061;105317;220667
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
808049;683773;236813;25542;89466;22856;28095;24871;66627;163786;165758;116680;178195;48005;35942;10213;290016;129445;362791;145689;198338;373229;188577;105048;218547
807476;681855;236186;25495;89187;22863;27956;24847;66568;162997;165701;117007;177936;47980;35862;10173;289986;129155;361381;145238;198284;372764;188111;104635;217821
807476;681855;236186;25495;89187;22863;27956;24847;66568;162997;165701;117007;177936;47980;35862;10173;289986;129155;361381;145238;198284;372764;188111;104635;217821
805245;682010;235967;25513;88773;22793;27857;24825;66680;162663;165498;117190;177910;47969;35816;10017;290048;129018;361006;144986;197934;372056;187541;104799;217632
805245;682010;235967;25513;88773;22793;27857;24825;66680;162663;165498;117190;177910;47969;35816;10017;290048;129018;361006;144986;197934;372056;187541;104799;217632
803651;681520;235599;25445;88576;22747;27866;24757;66501;162268;165380;117414;177870;47957;35803;10144;289872;128926;360199;144779;198001;371470;187229;104724;217280
803651;681520;235599;25445;88576;22747;27866;24757;66501;162268;165380;117414;177870;47957;35803;10144;289872;128926;360199;144779;198001;371470;187229;104724;217280
803651;681520;235599;25445;88576;22747;27866;24757;66501;162268;165380;117414;177870;47957;35803;10144;289872;128926;360199;144779;198001;371470;187229;104724;217280
801371;680119;234831;25438;88055;22679;27729;24696;66049;161605;164901;117631;177215;48385;35773;10101;288416;128730;359122;144139;197350;370854;186215;104645;216438
801371;680119;234831;25438;88055;22679;27729;24696;66049;161605;164901;117631;177215;48385;35773;10101;288416;128730;359122;144139;197350;370854;186215;104645;216438
799376;679161;234381;25443;87810;22592;27687;24669;65997;161179;164674;117782;177060;48217;35751;10092;287615;129005;357968;143884;196775;369687;186278;104456;215860
799376;679161;234381;25443;87810;22592;27687;24669;65997;161179;164674;117782;177060;48217;35751;10092;287615;129005;357968;143884;196775;369687;186278;104456;215860
797993;678411;234106;25431;87387;22541;27492;24607;65684;160661;164576;118034;176690;48087;35749;9958;286882;128556;357261;143649;196321;369124;185642;104496;215222
797993;678411;234106;25431;87387;22541;27492;24607;65684;160661;164576;118034;176690;48087;35749;9958;286882;128556;357261;143649;196321;369124;185642;104496;215222
797993;678411;234106;25431;87387;22541;27492;24607;65684;160661;164576;118034;176690;48087;35749;9958;286882;128556;357261;143649;196321;369124;185642;104496;215222
797993;678411;234106;25431;87387;22541;27492;24607;65684;160661;164576;118034;176690;48087;35749;9958;286882;128556;357261;143649;196321;369124;185642;104496;215222
797993;678411;234106;25431;87387;22541;27492;24607;65684;160661;164576;118034;176690;48087;35749;9958;286882;128556;357261;143649;196321;369124;185642;104496;215222
794109;677735;233288;25465;86787;22441;27309;24614;65434;159837;164267;118411;176655;48049;35709;10063;286060;128498;355430;143055;195550;368278;184937;104535;213949
794109;677735;233288;25465;86787;22441;27309;24614;65434;159837;164267;118411;176655;48049;35709;10063;286060;128498;355430;143055;195550;368278;184937;104535;213949
794109;677735;233288;25465;86787;22441;27309;24614;65434;159837;164267;118411;176655;48049;35709;10063;286060;128498;355430;143055;195550;368278;184937;104535;213949
791643;676680;232622;25429;86485;22352;27267;24566;65236;159289;164145;118787;176391;47977;35600;10018;285631;128444;354643;142678;195100;367725;184643;104410;212795
791643;676680;232622;25429;86485;22352;27267;24566;65236;159289;164145;118787;176391;47977;35600;10018;285631;128444;354643;142678;195100;367725;184643;104410;212795
791643;676680;232622;25429;86485;22352;27267;24566;65236;159289;164145;118787;176391;47977;35600;10018;285631;128444;354643;142678;195100;367725;184643;104410;212795
789576;676646;232583;25449;85954;22304;27150;24550;65035;158702;164254;119105;176158;48004;35626;10026;284893;128016;354019;142468;194935;367260;184289;104241;211889
789576;676646;232583;25449;85954;22304;27150;24550;65035;158702;164254;119105;176158;48004;35626;10026;284893;128016;354019;142468;194935;367260;184289;104241;211889
789576;676646;232583;25449;85954;22304;27150;24550;65035;158702;164254;119105;176158;48004;35626;10026;284893;128016;354019;142468;194935;367260;184289;104241;211889
789576;676646;232583;25449;85954;22304;27150;24550;65035;158702;164254;119105;176158;48004;35626;10026;284893;128016;354019;142468;194935;367260;184289;104241;211889
